tsne_1,tsne_2,Task,Class,Image
-2.727589,13.461509,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050616.tif
31.314302,18.450321,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z1_NN/img/IMG_050427.tif
0.83258265,11.260791,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050736.tif
31.465466,18.667715,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z1_NN/img/IMG_050406.tif
-9.310874,10.58819,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z9_UN/img/IMG_051281.tif
31.83413,19.498384,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z1_NN/img/IMG_050388.tif
-26.970858,21.76362,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z1_NN/img/IMG_050432.tif
-6.638019,4.851323,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050717.tif
4.2553654,14.582539,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050655.tif
32.106556,15.768172,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z1_NN/img/IMG_050397.tif
33.220463,19.889608,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z1_NN/img/IMG_050424.tif
31.341696,18.709782,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z1_NN/img/IMG_050407.tif
-20.776466,15.120882,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050594.tif
-31.298569,23.606205,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050577.tif
30.668848,15.337706,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z1_NN/img/IMG_050374.tif
-5.039124,12.903996,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z7_NU/img/IMG_051106.tif
35.479965,20.336077,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z1_NN/img/IMG_050345.tif
30.74221,15.665126,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z1_NN/img/IMG_050394.tif
30.526165,15.732501,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z1_NN/img/IMG_050416.tif
30.839743,17.708109,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z1_NN/img/IMG_050431.tif
-8.863095,10.323265,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z9_UN/img/IMG_051252.tif
-29.391907,19.512386,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050557.tif
-8.543871,11.626127,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050636.tif
21.145441,23.27305,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z1_NN/img/IMG_050434.tif
33.274845,24.55026,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z1_NN/img/IMG_050357.tif
9.324044,4.301187,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z7_NU/img/IMG_051095.tif
-10.0155735,11.354727,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z9_UN/img/IMG_051251.tif
32.258305,19.348946,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z1_NN/img/IMG_050425.tif
4.571026,13.758109,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050653.tif
-11.810068,12.676218,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z9_UN/img/IMG_051282.tif
5.4019904,3.4979594,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z8_UF/img/IMG_051156.tif
-15.768566,20.985132,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050615.tif
-0.43241814,10.69468,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050675.tif
33.124897,15.85611,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z1_NN/img/IMG_050377.tif
-6.59577,4.964967,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050637.tif
31.777544,19.473373,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z1_NN/img/IMG_050387.tif
31.938604,19.392555,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z1_NN/img/IMG_050386.tif
-31.484175,23.317062,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050595.tif
34.537968,21.454489,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z1_NN/img/IMG_050383.tif
34.556442,19.618399,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z1_NN/img/IMG_050346.tif
-26.492115,16.205482,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050576.tif
-2.9093888,14.214749,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z9_UN/img/IMG_051311.tif
0.07464126,12.221119,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z9_UN/img/IMG_051294.tif
21.262331,23.29834,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z1_NN/img/IMG_050390.tif
-7.144529,3.0415092,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050737.tif
35.59369,20.32564,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z1_NN/img/IMG_050343.tif
30.476675,16.149426,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z1_NN/img/IMG_050395.tif
-7.88579,9.228378,0,Natural,/scratcht/FLAIR_1/train/D074_2020/Z9_UN/img/IMG_051312.tif
16.14528,38.707783,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z5_UA/img/IMG_050898.tif
-21.998451,69.40048,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050581.tif
1.7993038,75.63489,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050601.tif
2.6000156,77.39802,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050602.tif
-7.5311327,71.74783,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050584.tif
-7.6215625,73.66563,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050640.tif
2.50917,76.04206,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050622.tif
27.395863,28.32647,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z5_UA/img/IMG_050900.tif
20.08711,18.948925,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z5_UA/img/IMG_050863.tif
-3.060061,70.731804,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050621.tif
-30.128454,52.81983,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050540.tif
-31.086386,63.09772,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050541.tif
-25.085524,68.57311,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050580.tif
19.656338,18.03132,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z5_UA/img/IMG_050873.tif
-7.604529,73.38753,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050620.tif
4.3838243,87.82004,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050586.tif
-4.686512,56.24294,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z10_NF/img/IMG_051368.tif
-22.639341,65.806114,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050538.tif
-21.910751,69.466896,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050563.tif
5.680519,80.5567,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050547.tif
15.169662,36.394905,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z5_UA/img/IMG_050888.tif
0.45015955,78.02827,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050678.tif
3.987165,87.591286,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050625.tif
-4.6618524,48.067707,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050562.tif
18.636244,62.169044,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050630.tif
27.498856,28.076437,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z5_UA/img/IMG_050899.tif
2.7714448,78.39962,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050548.tif
12.771604,42.64551,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z6_AU/img/IMG_050962.tif
-8.151338,66.4249,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050558.tif
2.9616964,89.57283,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050608.tif
-6.1576195,74.6605,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050585.tif
4.402043,88.58444,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050626.tif
2.8572836,74.03473,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050579.tif
-19.992027,59.17172,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050539.tif
-31.035366,63.09475,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050560.tif
4.6687675,88.092026,0,Anthropized,/scratcht/FLAIR_1/train/D074_2020/Z3_UN/img/IMG_050567.tif
-9.50228,-41.464073,0,Agricultural,/scratcht/FLAIR_1/train/D074_2020/Z5_UA/img/IMG_050866.tif
-0.28802514,-49.255592,0,Agricultural,/scratcht/FLAIR_1/train/D074_2020/Z7_NU/img/IMG_051065.tif
-58.189926,9.412413,0,Agricultural,/scratcht/FLAIR_1/train/D074_2020/Z6_AU/img/IMG_050968.tif
-58.20703,9.30802,0,Agricultural,/scratcht/FLAIR_1/train/D074_2020/Z6_AU/img/IMG_050978.tif
-20.343283,-19.804958,0,Agricultural,/scratcht/FLAIR_1/train/D074_2020/Z6_AU/img/IMG_050990.tif
-14.228265,-32.72034,0,Agricultural,/scratcht/FLAIR_1/train/D074_2020/Z12_FA/img/IMG_051598.tif
6.9636936,-20.621078,0,Agricultural,/scratcht/FLAIR_1/train/D074_2020/Z12_FA/img/IMG_051574.tif
-20.076107,-18.845463,0,Agricultural,/scratcht/FLAIR_1/train/D074_2020/Z6_AU/img/IMG_051028.tif
-8.38513,-42.797237,0,Agricultural,/scratcht/FLAIR_1/train/D074_2020/Z5_UA/img/IMG_050929.tif
-20.710749,-18.31,0,Agricultural,/scratcht/FLAIR_1/train/D074_2020/Z6_AU/img/IMG_051015.tif
-18.94799,-18.402842,0,Agricultural,/scratcht/FLAIR_1/train/D074_2020/Z5_UA/img/IMG_050865.tif
3.5101209,-32.733837,0,Agricultural,/scratcht/FLAIR_1/train/D074_2020/Z12_FA/img/IMG_051575.tif
-24.53723,1.981375,0,Agricultural,/scratcht/FLAIR_1/train/D074_2020/Z5_UA/img/IMG_050918.tif
-20.07261,-29.123293,0,Agricultural,/scratcht/FLAIR_1/train/D074_2020/Z12_FA/img/IMG_051563.tif
-58.19402,9.46949,0,Agricultural,/scratcht/FLAIR_1/train/D074_2020/Z6_AU/img/IMG_050979.tif
-20.009054,-18.576221,0,Agricultural,/scratcht/FLAIR_1/train/D074_2020/Z6_AU/img/IMG_051018.tif
-19.856297,-18.477627,0,Agricultural,/scratcht/FLAIR_1/train/D074_2020/Z6_AU/img/IMG_050998.tif
-56.230907,4.619941,0,Agricultural,/scratcht/FLAIR_1/train/D074_2020/Z6_AU/img/IMG_051014.tif
-3.5275216,-46.128895,0,Agricultural,/scratcht/FLAIR_1/train/D074_2020/Z12_FA/img/IMG_051610.tif
-11.021148,-42.508926,0,Agricultural,/scratcht/FLAIR_1/train/D074_2020/Z5_UA/img/IMG_050921.tif
-28.68101,-22.358597,0,Agricultural,/scratcht/FLAIR_1/train/D074_2020/Z7_NU/img/IMG_051075.tif
-20.313885,-18.445047,0,Agricultural,/scratcht/FLAIR_1/train/D074_2020/Z6_AU/img/IMG_051029.tif
42.032127,-45.574688,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z5_UA/img/IMG_050936.tif
50.582836,-33.56746,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z11_NF/img/IMG_051426.tif
56.047092,-29.833452,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z12_FA/img/IMG_051539.tif
49.24203,-44.56264,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z8_UF/img/IMG_051235.tif
58.418583,-24.417585,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z12_FA/img/IMG_051536.tif
47.637863,-33.772446,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z10_NF/img/IMG_051314.tif
41.80168,-27.03414,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z9_UN/img/IMG_051272.tif
47.709217,-33.507515,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z10_NF/img/IMG_051316.tif
55.850792,-49.241756,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z12_FA/img/IMG_051538.tif
53.778545,-45.644276,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z12_FA/img/IMG_051513.tif
46.882576,-33.039616,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z10_NF/img/IMG_051319.tif
47.70194,-33.59017,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z10_NF/img/IMG_051315.tif
48.043255,-33.16599,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z10_NF/img/IMG_051405.tif
47.684994,-45.24379,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z8_UF/img/IMG_051173.tif
51.854687,-43.134476,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z10_NF/img/IMG_051327.tif
47.908493,-33.667274,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z10_NF/img/IMG_051410.tif
49.25259,-35.082817,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z8_UF/img/IMG_051197.tif
48.332626,-33.829437,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z10_NF/img/IMG_051411.tif
56.081623,-29.498741,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z12_FA/img/IMG_051519.tif
58.936314,-24.26394,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z10_NF/img/IMG_051402.tif
48.51787,-33.172245,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z10_NF/img/IMG_051382.tif
48.538395,-46.45087,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z11_NF/img/IMG_051415.tif
50.625023,-33.498165,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z11_NF/img/IMG_051414.tif
44.521687,-24.07741,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z9_UN/img/IMG_051254.tif
49.2597,-33.933918,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z10_NF/img/IMG_051404.tif
35.030575,-22.079857,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z10_NF/img/IMG_051391.tif
35.850067,-46.38427,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z12_FA/img/IMG_051514.tif
50.16654,-41.307907,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z8_UF/img/IMG_051207.tif
45.406487,-20.258703,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z9_UN/img/IMG_051285.tif
45.356426,-20.253382,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z9_UN/img/IMG_051300.tif
49.510605,-34.02979,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z10_NF/img/IMG_051324.tif
33.397617,-47.76033,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z10_NF/img/IMG_051329.tif
55.732185,-22.579008,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z11_NF/img/IMG_051433.tif
41.524834,-45.715023,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z5_UA/img/IMG_050927.tif
44.68763,-23.945986,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z9_UN/img/IMG_051269.tif
54.59221,-37.500813,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z12_FA/img/IMG_051534.tif
41.74759,-45.4092,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z10_NF/img/IMG_051362.tif
43.82717,-30.408812,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z8_UF/img/IMG_051147.tif
53.336975,-45.503426,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z12_FA/img/IMG_051606.tif
50.15181,-41.699905,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z11_NF/img/IMG_051424.tif
54.70374,-49.98445,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z12_FA/img/IMG_051547.tif
49.938633,-42.643993,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z8_UF/img/IMG_051174.tif
50.631847,-45.143906,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z12_FA/img/IMG_051518.tif
48.75912,-33.909466,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z10_NF/img/IMG_051412.tif
44.829227,-9.35507,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z10_NF/img/IMG_051401.tif
44.222862,-23.186405,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z9_UN/img/IMG_051286.tif
49.166676,-44.612648,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z8_UF/img/IMG_051237.tif
44.147457,-24.350937,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z9_UN/img/IMG_051268.tif
50.827106,-33.446476,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z11_NF/img/IMG_051454.tif
56.28746,-29.834278,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z12_FA/img/IMG_051535.tif
46.823296,-57.54631,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z8_UF/img/IMG_051217.tif
48.327885,-33.106266,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z10_NF/img/IMG_051318.tif
44.33608,-28.980623,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z9_UN/img/IMG_051253.tif
41.72923,-26.66703,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z9_UN/img/IMG_051241.tif
52.04476,-39.284138,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z12_FA/img/IMG_051561.tif
42.01289,-45.32341,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z10_NF/img/IMG_051361.tif
44.481724,-24.029902,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z9_UN/img/IMG_051238.tif
51.93124,-43.3143,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z5_UA/img/IMG_050932.tif
54.20482,-11.085446,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z11_NF/img/IMG_051443.tif
36.857098,-39.05993,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z12_FA/img/IMG_051552.tif
42.088005,-26.042084,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z9_UN/img/IMG_051256.tif
51.604725,-59.781223,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z11_NF/img/IMG_051473.tif
47.025356,-33.60335,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z10_NF/img/IMG_051409.tif
47.23699,-43.59224,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z5_UA/img/IMG_050924.tif
41.874,-25.896578,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z9_UN/img/IMG_051270.tif
47.91962,-35.713303,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z11_NF/img/IMG_051413.tif
44.296673,-23.828976,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z9_UN/img/IMG_051271.tif
34.25842,-40.63687,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z5_UA/img/IMG_050933.tif
34.00341,-48.207195,0,Vegetation,/scratcht/FLAIR_1/train/D074_2020/Z10_NF/img/IMG_051330.tif
45.18712,19.111008,1,Natural,/scratcht/FLAIR_1/train/D004_2021/Z2_NN/img/IMG_000111.tif
53.24242,25.424288,1,Natural,/scratcht/FLAIR_1/train/D004_2021/Z1_NN/img/IMG_000026.tif
53.90327,23.68319,1,Natural,/scratcht/FLAIR_1/train/D004_2021/Z3_NN/img/IMG_000254.tif
50.829933,25.381605,1,Natural,/scratcht/FLAIR_1/train/D004_2021/Z2_NN/img/IMG_000177.tif
26.88512,15.079456,1,Natural,/scratcht/FLAIR_1/train/D004_2021/Z11_UA/img/IMG_001014.tif
21.8504,7.2240224,1,Natural,/scratcht/FLAIR_1/train/D004_2021/Z7_UN/img/IMG_000538.tif
54.774544,22.541807,1,Natural,/scratcht/FLAIR_1/train/D004_2021/Z3_NN/img/IMG_000205.tif
43.79192,1.4654566,1,Natural,/scratcht/FLAIR_1/train/D004_2021/Z7_UN/img/IMG_000621.tif
54.055267,22.2847,1,Natural,/scratcht/FLAIR_1/train/D004_2021/Z1_NN/img/IMG_000050.tif
46.0119,24.766289,1,Natural,/scratcht/FLAIR_1/train/D004_2021/Z2_NN/img/IMG_000200.tif
21.153011,14.908899,1,Natural,/scratcht/FLAIR_1/train/D004_2021/Z7_UN/img/IMG_000537.tif
52.739155,24.21532,1,Natural,/scratcht/FLAIR_1/train/D004_2021/Z1_NN/img/IMG_000088.tif
52.358936,26.183792,1,Natural,/scratcht/FLAIR_1/train/D004_2021/Z2_NN/img/IMG_000160.tif
54.23282,21.421127,1,Natural,/scratcht/FLAIR_1/train/D004_2021/Z3_NN/img/IMG_000221.tif
51.022785,21.144852,1,Natural,/scratcht/FLAIR_1/train/D004_2021/Z1_NN/img/IMG_000006.tif
-24.35635,18.435852,1,Natural,/scratcht/FLAIR_1/train/D004_2021/Z15_NU/img/IMG_001408.tif
